f00F,f00M,f05F,f05M,f13F,f13M,f25F,f25M,facF,facM,rotulo
59,59,19,17,33,33,95,23,120,20,0
109,103,23,25,30,31,68,16,162,16,0
587,587,307,311,342,345,599,102,1542,104,0
25,30,13,19,11,16,21,6,58,10,0
31,26,14,13,3,9,34,3,40,6,0
434,428,310,317,339,340,830,84,967,87,0
249,246,124,122,151,155,251,30,534,29,0
18,17,8,12,7,5,21,1,30,3,0
24,21,6,4,10,9,18,2,25,3,0
56,47,15,10,19,19,16,3,54,1,0
42,38,14,10,14,17,24,10,93,10,0
78,77,12,14,22,27,49,15,77,18,0
45,53,25,31,11,11,61,6,74,9,0
73,75,27,30,33,31,38,2,114,4,0
12,21,7,10,12,11,8,4,30,4,0
71,73,19,22,12,15,45,14,169,13,0
6,8,3,1,1,6,5,1,10,3,0
63,71,32,37,24,20,69,4,167,6,0
281,283,103,108,125,128,171,68,289,71,0
290,299,93,99,68,72,82,65,324,68,0
25,30,11,12,10,11,28,2,36,5,0
198,193,50,51,50,51,92,34,168,32,0
33,39,21,27,14,18,82,5,90,7,0
33,32,13,9,8,14,24,8,27,6,0
109,117,24,23,28,24,68,9,76,11,0
133,130,39,40,43,47,69,10,244,11,0
76,83,15,14,23,27,57,2,151,2,0
33,37,14,13,10,14,23,7,48,4,0
15,10,7,4,5,2,9,4,40,2,0
130,127,31,30,38,40,157,35,299,34,0
34,36,8,7,15,15,16,0,60,2,0
27,25,9,14,10,8,18,0,42,2,0
23,29,11,13,16,16,41,7,49,8,0
98,102,32,37,52,50,93,19,139,18,0
447,440,130,136,199,199,738,41,885,41,0
13,17,7,13,12,16,34,7,46,6,0
28,30,8,6,11,17,47,5,61,6,0
185,190,108,103,147,154,263,45,417,43,0
18,24,11,13,11,17,23,9,32,6,0
26,36,9,9,17,13,29,1,41,1,0
179,175,52,49,70,74,153,33,181,36,0
18,11,5,3,3,8,6,1,25,0,0
56,62,31,35,15,19,70,8,135,10,0
217,213,85,85,66,68,233,16,422,15,0
47,46,12,19,21,28,47,4,49,0,0
49,46,34,35,22,25,55,3,135,6,0
90,86,41,46,49,48,46,9,107,6,0
70,75,49,53,62,60,87,28,227,25,0
101,92,23,28,58,51,95,8,124,8,0
26,22,7,9,13,15,26,3,57,4,0
395,387,243,239,262,263,393,40,437,38,0
89,85,32,28,34,32,75,17,82,16,0
142,138,55,50,79,82,159,44,295,47,0
20,23,14,12,12,8,42,7,62,4,0
478,483,96,100,114,113,211,51,408,55,0
28,30,9,16,5,9,22,9,44,8,0
312,320,87,90,150,152,264,87,334,87,0
32,36,5,10,18,18,19,7,62,5,0
26,21,11,5,16,14,14,5,45,5,0
26,26,7,8,8,11,17,5,48,5,0
48,53,37,32,15,16,110,14,124,11,0
74,70,40,41,38,36,138,27,156,27,0
32,27,21,17,15,10,37,2,77,4,0
130,126,34,38,55,53,180,35,228,34,0
48,56,19,16,15,9,32,16,100,17,0
761,762,240,245,212,213,321,55,762,56,0
16,21,12,7,6,1,10,3,21,0,0
149,152,64,62,56,60,98,20,281,20,0
99,95,21,20,26,22,119,9,155,7,0
12,18,6,5,9,6,34,2,39,2,0
40,43,21,21,15,18,28,11,52,12,0
20,12,12,6,6,5,17,6,18,3,0
329,337,65,64,126,121,109,60,428,57,0
88,85,35,33,46,43,88,11,176,15,0
15,14,7,3,7,7,14,5,21,2,0
36,39,10,14,13,12,52,13,80,12,0
29,26,17,20,6,9,17,7,51,7,0
133,127,40,45,39,39,80,30,241,28,0
135,131,27,31,49,55,104,28,107,29,0
81,76,22,19,18,23,93,11,114,14,0
140,131,45,45,73,76,230,55,349,52,0
55,46,25,30,36,42,52,4,64,4,0
177,177,51,46,33,37,164,34,193,36,0
16,24,4,4,6,10,14,3,25,4,0
308,300,86,82,67,67,275,44,482,47,0
4,13,0,5,3,1,9,3,19,3,0
66,58,32,34,21,26,57,11,62,13,0
88,94,61,62,50,55,124,12,219,16,0
61,58,15,14,24,24,32,13,102,11,0
26,35,19,15,14,18,21,10,84,14,0
123,122,30,32,54,51,69,12,230,10,0
200,209,79,85,43,43,111,17,189,20,0
49,47,40,47,24,17,49,5,77,3,0
274,274,61,64,137,138,258,42,473,44,0
228,232,76,77,34,38,261,52,299,55,0
50,58,31,28,30,28,50,15,134,15,0
133,132,32,29,34,40,150,28,214,25,0
164,159,65,61,40,41,145,39,213,39,0
83,87,25,27,27,27,39,5,100,2,0
154,161,62,61,79,79,77,42,232,40,0
68,68,39,35,38,38,75,16,112,14,0
161,165,23,31,30,28,81,16,143,16,0
60,56,39,43,24,25,124,24,137,21,0
37,44,32,27,32,32,53,13,100,14,0
158,164,48,53,27,23,94,13,122,16,0
30,22,5,10,5,11,12,5,25,6,0
61,60,18,23,18,19,29,4,50,1,0
86,85,20,23,18,20,51,10,100,8,0
30,32,7,7,22,18,51,0,81,2,0
507,512,172,171,106,105,248,113,643,112,0
18,25,9,6,9,6,20,1,26,3,0
104,114,61,63,55,49,61,28,235,28,0
214,210,90,96,45,50,96,28,314,30,0
9,14,3,6,3,1,4,0,10,0,0
552,554,166,169,243,238,866,150,1117,147,0
11,4,1,4,4,5,8,3,27,1,0
156,156,70,77,54,57,332,40,389,45,0
1698,1704,609,616,753,753,2036,307,2817,307,0
157,156,35,34,39,43,136,12,156,11,0
57,49,22,22,30,30,31,10,79,13,0
474,479,97,98,176,182,444,64,716,63,0
32,25,8,8,12,9,37,9,47,8,0
118,126,29,34,40,37,87,34,193,35,0
103,96,32,34,78,82,86,44,259,42,0
317,314,75,72,137,134,96,10,363,13,0
130,129,50,52,44,39,182,25,492,28,0
427,421,161,162,173,172,475,62,657,65,0
45,41,22,22,10,14,55,12,69,11,0
429,430,158,161,156,151,219,102,435,104,0
25,29,14,11,14,11,17,2,60,2,0
67,63,22,17,15,15,36,6,92,7,0
13,5,6,5,4,6,12,1,16,4,0
29,22,15,17,15,21,22,4,77,6,0
22,25,7,7,6,3,11,2,43,6,0
61,58,23,21,16,16,31,15,93,17,0
37,43,13,19,9,11,16,8,53,9,0
109,117,66,70,33,31,106,28,202,31,0
224,224,107,110,106,100,140,73,375,74,0
47,51,25,23,15,16,29,13,62,11,0
72,80,20,22,14,12,51,9,80,6,0
127,133,75,69,26,33,120,7,149,4,0
140,137,35,34,71,67,212,29,223,29,0
19,24,5,11,11,11,25,8,53,5,0
13,16,1,4,5,7,8,3,26,1,0
19,27,14,15,8,3,20,2,68,2,0
23,15,9,5,9,13,26,0,68,1,0
9,8,3,3,5,5,6,2,13,2,0
19,29,1,8,4,8,11,6,25,4,0
229,233,54,55,92,87,123,39,374,42,0
26,26,4,5,8,12,22,5,32,5,0
80,78,32,33,40,39,50,18,118,19,0
264,261,56,56,123,120,249,31,257,31,0
54,46,9,11,13,9,41,8,93,11,0
23,29,3,11,5,5,8,2,30,3,0
113,117,21,18,49,52,65,21,212,23,0
284,289,130,133,76,73,392,12,414,13,0
68,72,33,34,26,20,44,22,103,20,0
26,25,14,10,13,10,18,2,27,6,0
168,172,38,35,36,39,120,44,236,42,0
70,77,25,25,29,31,40,11,56,11,0
193,200,51,46,56,58,128,30,229,32,0
25,33,13,19,21,21,51,7,84,7,0
32,31,14,12,17,16,27,6,57,8,0
32,27,16,16,10,16,17,1,58,1,0
14,8,4,6,6,1,11,1,29,0,0
12,17,8,10,14,15,12,4,49,4,0
366,372,93,95,235,235,323,107,548,110,0
90,94,24,29,66,65,63,13,204,12,0
287,285,107,113,73,72,155,55,547,56,0
12,17,6,11,11,6,18,6,47,4,0
16,11,5,5,8,4,10,2,25,1,0
301,301,140,139,98,98,615,105,645,106,0
395,395,228,226,195,193,241,30,519,32,0
64,63,26,21,55,56,74,12,83,12,0
67,59,28,32,30,32,38,14,93,18,0
106,116,20,23,28,32,44,3,102,5,0
236,231,77,80,63,70,263,58,543,63,0
61,59,16,16,20,26,51,2,83,4,0
192,186,49,48,77,75,112,12,363,9,0
173,167,95,93,110,112,281,54,639,53,0
179,179,64,59,90,86,186,21,193,19,0
14,15,4,4,10,10,10,0,23,4,0
19,12,7,10,15,9,12,6,34,3,0
27,20,14,9,13,8,16,0,65,2,0
952,958,406,411,269,270,747,79,1057,83,0
76,75,51,54,50,49,51,20,115,24,0
288,288,105,107,133,138,219,33,357,38,0
64,66,30,30,22,25,70,12,72,16,0
252,246,126,130,83,85,278,74,521,76,0
119,111,56,61,30,33,53,28,194,33,0
12,11,8,15,7,5,12,3,41,3,0
72,73,14,11,22,29,41,10,86,8,0
54,54,14,20,25,22,48,9,95,8,0
97,104,48,44,49,51,79,26,124,30,0
234,235,59,56,87,84,81,27,214,25,0
8,14,5,3,6,3,9,3,26,2,0
46,39,11,14,21,18,26,8,44,6,0
124,133,44,46,58,58,217,19,294,16,0
45,43,34,40,21,21,49,16,97,21,0
121,114,88,92,46,45,213,26,403,26,0
71,74,27,22,17,14,61,3,151,5,0
87,79,44,47,46,46,92,21,194,21,0
30,30,11,7,9,12,32,0,35,4,0
26,27,14,13,10,10,19,3,34,3,0
100,94,26,26,31,27,89,10,94,14,0
34,33,7,4,13,10,16,0,63,2,0
75,75,28,29,21,26,51,13,138,13,0
72,66,45,39,16,15,46,4,69,4,0
188,184,76,77,68,69,167,22,210,26,0
105,109,74,76,40,43,132,53,200,52,0
42,50,28,25,24,22,36,8,61,8,0
58,49,21,20,20,14,27,6,66,7,0
66,67,24,26,20,24,65,2,105,2,0
910,917,188,183,396,402,938,71,1880,74,0
450,456,250,249,177,177,413,65,470,62,0
317,308,150,152,112,107,257,22,305,22,0
6,11,3,1,1,1,6,0,10,1,0
150,157,60,61,53,51,187,24,246,26,0
14,11,5,4,0,7,8,1,14,3,0
32,27,13,15,10,10,14,3,55,1,0
150,148,67,62,48,45,71,4,240,6,0
582,590,199,205,220,226,759,67,909,67,0
679,676,292,293,257,258,433,146,1477,145,0
37,42,15,10,7,6,19,7,62,7,0
38,34,15,18,21,18,28,10,62,11,0
64,63,28,26,36,40,61,8,94,7,0
62,58,22,22,28,24,62,13,66,11,0
50,56,18,16,8,15,45,14,85,16,0
40,40,14,19,12,7,27,2,62,6,0
408,404,218,219,164,163,384,21,532,22,0
276,270,82,85,89,87,125,18,252,16,0
61,69,43,38,31,30,56,22,179,25,0
34,34,21,18,12,7,21,4,34,7,0
157,160,44,45,58,57,197,12,208,14,0
303,296,81,78,84,83,191,46,316,46,0
261,263,78,84,48,50,274,41,503,44,0
88,86,60,57,34,32,130,14,202,17,0
12,20,13,9,6,6,16,0,18,3,0
41,47,10,12,15,15,19,9,70,12,0
38,33,8,12,15,15,20,2,42,5,0
134,131,72,68,32,33,142,29,287,28,0
613,621,133,133,267,268,378,79,1013,77,0
234,236,72,71,50,55,174,30,199,29,0
858,861,350,348,321,320,1109,99,3049,101,0
271,271,58,54,55,59,212,56,400,55,0
251,253,103,104,124,123,126,35,308,34,0
8,6,3,5,0,4,5,3,8,0,0
24,32,11,16,7,2,21,2,47,6,0
33,34,13,11,18,14,41,5,58,6,0
84,83,40,40,44,41,67,2,136,4,0
210,215,115,122,108,105,330,33,451,35,0
65,63,17,22,30,27,53,12,94,12,0
39,35,29,31,16,21,68,8,135,10,0
1264,1264,632,634,512,514,625,244,1388,246,0
63,73,21,21,14,16,41,7,108,5,0
262,263,91,94,101,101,95,14,332,16,0
41,44,14,16,6,11,44,1,84,5,0
6,9,1,3,5,0,7,2,9,0,0
252,260,141,146,71,71,245,67,345,64,0
41,36,23,31,15,10,37,15,60,18,0
32,30,5,7,11,16,23,8,61,11,0
23,27,10,11,9,9,21,5,45,8,0
149,144,95,99,98,96,225,6,327,10,0
28,22,4,5,8,4,15,0,20,4,0
84,89,31,28,24,23,59,10,143,12,0
71,68,16,15,36,32,47,20,93,18,0
258,261,69,74,44,46,123,17,272,14,0
43,38,26,23,18,21,25,3,93,3,0
30,26,15,11,12,15,17,2,31,0,0
80,89,22,20,26,30,43,13,152,13,0
17,20,2,6,6,4,10,4,19,5,0
245,238,96,96,50,49,176,31,356,28,0
27,26,10,12,16,16,33,4,103,1,0
12,12,6,2,4,7,10,2,29,4,0
15,15,1,5,6,12,17,4,30,5,0
118,113,33,36,92,93,151,10,216,15,0
13,18,11,5,8,11,15,2,31,5,0
353,346,207,207,115,118,281,109,531,112,0
47,57,43,39,35,38,76,19,84,18,0
7,9,1,8,4,0,10,1,12,4,0
33,38,7,7,14,16,22,4,58,4,0
26,32,13,14,14,9,19,4,66,1,0
128,120,50,52,46,42,159,11,172,11,0
57,51,13,16,13,13,68,12,82,13,0
85,83,35,31,25,28,77,22,153,22,0
21,17,17,13,16,19,27,3,41,4,0
1278,1283,589,583,514,508,670,154,2632,151,0
168,166,54,54,77,76,160,22,203,23,0
16,25,6,10,13,7,16,1,53,0,0
18,23,13,9,10,15,27,4,37,3,0
39,34,10,11,6,6,31,6,62,7,0
13,12,10,7,6,4,20,1,28,2,0
147,152,39,45,48,54,153,56,422,54,0
87,93,63,65,33,33,187,29,189,27,0
258,259,157,160,80,87,129,71,521,71,0
243,247,160,165,80,79,455,47,494,50,0
420,422,91,93,91,91,361,35,572,38,0
77,77,27,22,39,40,91,26,149,25,0
1166,1160,613,609,752,748,1569,66,2371,69,0
6,8,4,2,4,2,5,0,16,3,0
44,39,16,14,18,14,36,2,69,1,0
236,243,80,78,108,113,104,40,319,43,0
23,30,7,14,12,14,24,8,68,8,0
24,19,11,13,8,11,25,3,33,1,0
34,34,14,13,5,8,18,5,65,5,0
17,10,9,8,6,12,14,4,56,1,0
149,156,50,47,45,45,108,45,178,48,0
39,45,12,11,15,20,49,11,79,10,0
149,143,24,28,52,49,179,24,203,25,0
6,8,6,0,0,4,8,2,10,2,0
167,168,43,45,69,66,110,36,248,34,0
69,75,15,14,33,29,74,15,127,15,0
45,37,15,14,10,13,25,8,26,7,0
103,97,28,32,51,52,62,12,201,13,0
22,15,8,6,5,9,8,2,16,6,0
306,312,70,70,99,104,220,79,322,77,0
184,188,29,29,52,49,195,9,274,10,0
212,212,30,33,30,37,186,19,256,17,0
24,30,14,14,11,16,31,4,33,7,0
20,24,8,10,17,10,25,2,30,0,0
189,186,51,54,110,106,165,22,298,20,0
42,40,18,15,26,30,42,18,116,15,0
6,9,1,7,3,8,10,2,27,0,0
133,141,81,82,55,53,226,29,472,32,0
14,7,7,1,4,3,6,1,18,0,0
20,30,13,15,13,18,26,3,64,3,0
108,101,34,35,18,15,53,5,212,6,0
86,79,17,23,24,30,90,2,148,5,0
9,5,14,14,135,301,14,41,23,41,1
7,6,3,4,30,80,1,7,3,7,1
0,0,0,0,0,6,0,0,0,0,1
1,1,0,0,10,27,0,1,2,2,1
41,36,34,36,209,887,24,57,38,57,1
10,13,10,10,64,183,6,14,10,15,1
108,113,34,35,664,1102,57,98,85,99,1
1,2,2,4,27,29,2,5,5,6,1
51,48,43,44,159,536,28,63,43,64,1
1,6,2,3,26,71,1,6,2,8,1
15,18,9,11,87,259,7,19,12,20,1
15,16,14,14,120,245,11,15,18,15,1
14,13,13,13,132,193,12,19,19,21,1
3,0,1,1,7,31,0,3,2,3,1
4,7,4,4,14,66,1,2,2,4,1
5,5,7,8,137,200,7,18,10,20,1
184,180,83,83,445,2182,58,180,88,180,1
29,24,13,14,99,219,5,29,7,29,1
19,22,13,13,90,225,10,30,15,31,1
10,10,6,6,29,113,6,11,9,11,1
23,24,49,50,300,766,16,107,24,108,1
13,10,2,2,62,98,6,11,9,11,1
41,44,24,24,159,323,8,58,13,59,1
3,9,10,11,83,137,10,9,15,9,1
10,6,2,4,37,110,5,7,10,8,1
35,34,23,24,194,693,22,80,34,81,1
15,16,3,4,102,190,6,17,10,18,1
34,39,20,21,143,330,8,58,14,59,1
6,7,5,5,40,73,1,6,2,7,1
11,9,4,4,52,165,9,15,14,16,1
4,3,10,10,68,146,7,19,12,19,1
17,13,3,3,51,178,9,10,15,11,1
46,41,27,27,204,383,9,63,14,64,1
130,133,66,66,883,1186,36,174,54,176,1
5,10,18,18,76,325,18,33,28,34,1
7,9,6,7,24,81,4,13,9,14,1
70,75,31,33,689,1076,22,155,34,156,1
25,21,30,31,176,444,13,51,21,52,1
3,4,7,7,37,157,6,15,10,15,1
18,19,7,8,120,207,8,31,13,32,1
116,120,43,43,487,968,59,154,91,155,1
8,5,17,18,96,259,16,25,25,26,1
25,25,30,30,223,404,11,25,18,25,1
9,6,5,5,41,88,2,5,4,5,1
10,16,11,12,79,224,10,25,17,25,1
51,51,16,16,269,526,31,78,47,78,1
64,61,38,39,343,613,40,63,60,63,1
81,77,56,57,164,653,44,45,68,47,1
8,3,8,10,42,89,3,8,6,8,1
2,0,0,1,8,22,0,0,2,1,1
234,237,414,416,1902,4902,177,502,267,502,1
105,103,29,29,593,1211,58,96,89,97,1
8,12,8,9,88,199,5,29,9,29,1
18,21,10,11,124,256,16,35,25,35,1
130,133,284,285,1443,2427,119,305,178,305,1
57,54,42,42,210,663,15,81,24,82,1
108,112,36,36,338,994,39,93,60,94,1
30,33,12,13,181,310,16,18,25,18,1
240,242,227,228,1973,5288,338,514,507,514,1
3,7,5,6,65,138,4,9,8,10,1
1,1,1,1,8,24,1,2,2,3,1
14,13,8,8,119,311,11,22,17,22,1
32,28,22,23,245,515,23,37,36,38,1
28,35,17,17,200,350,13,36,22,38,1
21,22,14,15,114,258,8,51,13,53,1
32,29,55,55,288,537,22,99,34,100,1
16,14,7,7,153,283,5,13,9,14,1
8,3,15,15,70,144,6,28,11,28,1
7,13,25,26,163,258,5,25,9,26,1
3,6,3,4,24,91,4,17,7,17,1
4,1,4,5,34,72,1,9,2,10,1
139,134,102,102,802,1063,60,112,91,112,1
10,5,6,7,35,131,1,16,3,16,1
4,7,7,9,61,106,5,16,10,17,1
14,20,11,11,184,262,22,54,33,54,1
0,6,3,3,20,72,2,7,3,7,1
5,1,5,7,35,97,4,7,8,7,1
317,318,141,142,1367,4007,163,386,246,386,1
18,15,18,19,122,337,14,21,22,21,1
6,1,3,5,53,178,5,23,9,23,1
4,6,2,3,32,79,1,5,3,5,1
34,39,10,10,82,353,24,27,37,28,1
3,8,4,6,53,59,4,10,9,11,1
37,35,23,24,464,749,41,99,61,100,1
12,9,4,5,85,207,6,13,11,13,1
13,18,8,8,128,278,13,28,22,28,1
3,7,3,3,39,155,6,14,10,16,1
28,27,10,11,165,340,15,45,25,47,1
12,12,4,4,51,153,5,23,9,24,1
45,46,94,95,277,848,66,143,100,144,1
2,1,1,1,17,31,0,2,2,3,1
4,7,8,10,74,96,6,8,11,8,1
29,32,29,30,245,348,16,28,25,28,1
5,5,2,3,31,93,1,7,2,7,1
48,50,37,37,186,484,12,26,20,26,1
8,13,17,17,74,229,12,19,19,19,1
8,7,8,8,90,173,3,8,6,9,1
9,5,6,7,61,141,4,18,7,18,1
5,3,1,3,18,48,1,9,4,9,1
50,49,20,20,198,547,25,39,40,40,1
1,3,1,2,23,60,1,2,2,3,1
41,46,51,52,401,723,38,92,59,93,1
62,66,27,27,536,878,43,78,64,79,1
39,35,43,44,207,611,21,58,32,58,1
10,13,6,7,129,351,18,17,29,17,1
8,12,2,3,25,123,6,11,9,11,1
18,17,22,24,69,243,20,37,31,38,1
21,17,15,16,111,277,8,31,13,32,1
9,16,4,6,86,150,4,27,9,29,1
58,64,29,29,210,916,39,42,60,43,1
5,10,9,10,60,114,3,8,6,9,1
14,10,12,13,77,143,6,29,11,29,1
4,0,1,1,14,24,0,2,1,3,1
48,48,184,184,1014,2738,67,320,102,321,1
8,9,1,2,24,104,6,10,9,10,1
84,82,46,46,467,755,49,123,75,123,1
54,56,89,90,757,1312,26,210,41,212,1
21,25,16,17,116,249,7,20,11,21,1
52,56,38,40,189,407,12,36,20,36,1
166,171,117,117,566,1750,78,329,119,330,1
1,1,1,2,16,29,0,4,1,4,1
107,109,76,78,506,753,37,121,56,122,1
5,8,3,4,32,71,2,6,5,6,1
8,9,8,8,79,195,10,26,18,28,1
0,6,2,2,15,27,1,2,4,4,1
4,1,4,5,33,46,3,5,7,7,1
309,305,232,232,1565,3388,165,226,248,226,1
13,10,9,9,135,235,10,51,17,51,1
17,18,4,4,68,118,5,23,10,23,1
11,7,12,12,62,196,2,19,5,20,1
1,2,1,2,15,29,1,4,2,4,1
5,1,5,5,28,77,2,10,5,11,1
2,6,6,7,26,92,5,8,8,8,1
1,7,2,2,37,41,4,5,6,5,1
6,4,3,4,25,67,1,9,3,9,1
3,0,4,4,19,55,1,10,3,11,1
1,5,4,5,64,94,7,6,11,6,1
17,20,4,4,54,218,8,14,13,14,1
6,11,15,15,117,159,6,19,10,19,1
17,21,48,48,205,676,24,66,37,66,1
27,28,87,88,363,1188,61,125,91,125,1
17,20,13,13,65,166,2,22,6,23,1
3,8,1,2,14,69,3,8,5,9,1
16,16,20,21,156,257,19,52,29,52,1
12,12,16,16,109,215,4,14,8,14,1
19,19,54,56,334,1043,16,58,23,59,1
7,8,7,8,47,187,11,21,18,21,1
16,19,10,10,62,215,3,17,5,18,1
9,11,3,4,76,97,4,17,8,17,1
5,2,2,2,43,89,4,13,8,14,1
15,14,5,6,97,149,10,16,17,16,1
17,19,13,14,105,164,3,25,6,25,1
5,8,7,7,85,179,2,9,5,9,1
358,358,212,212,1227,3235,113,291,172,292,1
0,5,5,5,42,75,3,7,7,8,1
54,50,29,30,205,539,33,62,52,62,1
20,20,17,17,240,530,28,52,44,53,1
11,12,8,10,102,195,11,16,18,16,1
14,12,9,11,120,223,15,36,24,36,1
43,41,39,39,178,547,18,59,27,59,1
6,1,2,4,22,35,1,4,4,5,1
134,137,155,155,1032,1998,175,349,263,349,1
102,103,64,65,722,1247,52,68,78,68,1
3,2,1,2,10,38,1,2,3,3,1
6,6,4,5,62,69,1,11,4,12,1
7,6,9,9,58,134,8,12,12,12,1
57,60,38,38,283,723,36,42,55,43,1
8,5,7,7,146,250,8,33,14,34,1
59,61,41,42,358,1017,19,51,28,51,1
11,7,9,9,60,133,7,8,11,8,1
9,8,3,5,91,125,5,17,8,18,1
69,74,21,21,472,605,24,108,39,109,1
28,26,15,16,148,359,5,27,9,27,1
4,0,4,4,26,68,2,6,5,6,1
11,14,4,4,85,124,7,11,12,12,1
21,21,32,32,120,553,16,61,24,62,1
6,8,1,3,28,51,4,4,8,4,1
1,4,7,7,40,133,3,16,5,16,1
66,65,52,52,356,1003,69,161,104,161,1
85,81,130,130,1011,1879,89,231,135,232,1
3,6,9,9,108,217,3,26,5,26,1
29,33,79,80,523,988,44,66,66,68,1
11,9,9,10,56,173,8,20,14,20,1
3,5,1,1,22,42,0,7,1,7,1
0,6,0,2,12,36,3,3,5,3,1
0,3,1,2,8,28,0,2,1,2,1
9,5,3,4,44,63,4,11,8,11,1
32,35,22,23,140,363,12,64,20,64,1
83,84,36,36,276,1248,38,64,60,64,1
0,2,1,2,9,34,1,1,2,2,1
13,11,18,18,124,383,20,57,30,57,1
8,13,7,7,37,130,3,9,5,9,1
8,13,5,5,47,77,5,16,8,16,1
109,116,163,163,1201,1883,79,155,120,155,1
5,9,11,13,72,214,8,52,14,52,1
8,4,4,4,43,72,4,10,6,10,1
12,10,7,8,67,119,3,11,5,12,1
20,20,17,18,157,376,7,31,13,32,1
40,35,60,60,259,530,15,91,25,92,1
6,3,7,7,55,118,2,12,3,12,1
5,1,3,4,52,90,2,13,5,13,1
58,60,67,67,533,997,43,125,66,126,1
10,15,13,13,44,142,8,27,13,27,1
11,7,6,7,31,119,4,6,6,6,1
54,60,50,51,234,631,11,89,17,89,1
13,9,10,10,129,215,3,15,6,16,1
6,9,13,14,107,134,7,13,12,14,1
6,9,6,8,40,95,4,12,6,12,1
16,12,8,8,187,231,20,42,33,43,1
86,83,37,38,746,1536,52,198,79,198,1
4,6,5,6,42,80,4,11,7,11,1
14,12,12,12,140,525,24,45,37,45,1
7,10,7,8,68,100,4,7,9,8,1
6,10,8,8,83,116,3,10,5,10,1
2,8,2,2,32,44,1,6,2,7,1
55,57,13,13,274,643,13,37,21,37,1
32,30,27,27,207,351,7,28,12,28,1
12,12,6,8,58,131,5,8,9,9,1
19,18,14,14,134,262,9,23,14,24,1
14,17,4,4,86,112,10,9,18,9,1
14,19,9,9,58,202,9,21,16,21,1
14,12,6,7,36,97,9,21,14,21,1
23,28,10,11,164,235,7,22,12,22,1
38,39,53,53,465,894,14,78,24,78,1
3,9,4,6,19,69,1,3,2,3,1
28,24,35,35,206,764,39,38,59,38,1
8,9,6,6,43,86,2,6,3,7,1
52,52,37,38,428,903,23,43,34,45,1
1,1,2,2,13,46,2,4,5,5,1
3,5,7,7,51,121,8,17,12,17,1
41,43,32,32,215,571,24,48,37,48,1
36,31,31,33,140,387,17,45,26,47,1
8,8,4,4,63,80,3,16,6,17,1
4,9,9,9,50,163,13,30,22,30,1
6,3,8,9,51,109,8,16,13,16,1
9,9,11,12,79,127,4,20,7,21,1
25,22,14,14,131,273,25,45,37,46,1
125,126,302,302,1332,3286,116,230,174,231,1
1,3,6,6,38,92,4,5,6,6,1
128,134,195,197,891,2671,260,247,392,249,1
5,8,4,4,42,161,5,9,8,9,1
70,66,60,61,420,1338,22,135,36,136,1
14,15,9,9,50,109,5,21,10,21,1
309,313,166,167,1653,4187,161,266,242,266,1
25,21,10,11,106,218,13,23,20,23,1
35,39,8,10,115,493,26,49,40,50,1
4,5,3,3,19,49,1,2,3,3,1
4,11,5,5,56,72,1,10,4,10,1
7,12,6,6,33,93,6,6,10,7,1
13,11,7,8,68,174,7,16,12,16,1
12,10,14,14,75,138,7,13,13,13,1
60,63,108,109,419,1602,79,122,121,124,1
0,4,7,7,63,120,4,15,7,15,1
5,4,3,3,21,47,2,3,4,4,1
31,35,35,35,127,403,35,43,54,44,1
0,0,0,0,1,10,0,0,1,1,1
13,15,11,11,72,156,9,16,14,16,1
33,29,66,66,329,652,53,130,79,131,1
4,3,1,2,11,62,2,7,3,7,1
2,8,7,8,50,134,3,13,7,13,1
5,10,9,10,124,218,13,34,20,35,1
9,10,7,7,24,65,3,9,4,9,1
27,29,9,10,96,311,12,43,19,43,1
31,37,44,44,472,670,31,142,47,142,1
28,33,19,20,78,372,14,36,23,37,1
31,30,33,33,277,399,23,80,35,81,1
24,31,8,8,147,282,11,42,18,43,1
3,7,9,9,52,108,2,6,3,7,1
4,4,10,10,37,175,7,17,11,17,1
32,28,11,11,151,292,13,30,20,30,1
22,18,40,41,258,625,23,42,36,42,1
274,277,227,227,2334,6959,170,374,257,374,1
5,2,1,1,14,55,1,5,4,6,1
13,16,9,9,87,243,4,16,9,16,1
0,2,0,0,4,12,0,0,0,2,1
1,8,1,3,30,49,1,9,3,10,1
10,13,20,21,179,403,16,24,25,25,1
169,171,62,62,545,2272,69,335,105,336,1
1,5,4,5,33,107,5,17,9,17,1
21,19,13,14,218,405,21,38,32,39,1
7,8,5,6,31,144,4,18,7,18,1
14,14,42,43,258,503,16,82,26,83,1
2,2,2,2,34,46,1,6,2,7,1
4,2,6,6,40,79,3,9,6,9,1
3,0,2,2,19,33,1,3,3,3,1
53,55,38,39,235,510,35,84,55,86,1
19,19,17,18,77,272,12,35,19,36,1
19,25,39,39,410,567,28,59,43,59,1
1,5,1,1,13,44,3,8,5,8,1
8,6,6,7,101,202,9,27,16,28,1
24,27,23,23,168,467,13,45,21,46,1
21,21,14,14,154,315,11,26,17,26,1
16,14,4,5,92,159,3,9,6,10,1
90,94,26,26,449,971,21,105,33,106,1
18,24,23,23,133,552,21,27,32,27,1
28,26,21,23,138,323,20,30,33,30,1
33,36,24,24,328,556,14,36,24,37,1
15,10,29,30,229,361,28,43,44,43,1
4,5,8,10,39,108,5,8,7,10,1
9,5,4,4,38,68,2,6,4,6,1
10,15,11,11,121,398,15,62,25,63,1
38,41,16,17,252,389,10,47,17,47,1
9,10,8,8,77,121,4,16,8,16,1
